### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
tactfulxbureaucrat_speed;          §h+15%§!   Tactful, bureaucrat speed;          §h+15%§!   Délicat, vitesse de bureaucrate;          §h+15%§!   Taktvoll, bürokratische geschwindigkeit;;          §h+15%§!   Prudente, chupatintas;;;;;;;;;
tactfulxgenerals_aide;     §h+1§!            Tactful, general's aide;     §h+1§!            Délicat, aide de camp;     §h+1§!            Taktvoll, generalsadjutant;;     §h+1§!            Prudente, ayudante de campo;;;;;;;;;
tactfulxamateur;     §u–1§! §u–25%§!   Tactful, amateur;     §u–1§! §u–25%§!   Délicat, amateur;     §u–1§! §u–25%§!   Taktvoll, amateur;;     §u–1§! §u–25%§!   Prudente, aficionado;;;;;;;;;
tactfulxmadman;                  §u¿§! Tactful, madman;                  §u¿§! Délicat, fou;                  §u¿§! Taktvoll, irrer;;                  §u¿§! Prudente, loco;;;;;;;;;
tactfulxaristocrat;                  §h?§! Tactful, aristocrat;                  §h?§! Délicat, aristocrate;                  §h?§! Taktvoll, aristokrat;;                  §h?§! Prudente, aristócrata;;;;;;;;;
tactfulxdrillmaster;                  §G!!!§! Tactful, drillmaster;                  §G!!!§! Délicat, sergent instructeur;                  §G!!!§! Taktvoll, zuchtmeister;;                  §G!!!§! Prudente, instructor;;;;;;;;;
tactfulxbutcher;                     Tactful, butcher;                     Délicat, boucher;                     Taktvoll, schlächter;;                     Prudente, carnicero;;;;;;;;;
tactfulxexranker;                  §u¿§! Tactful, exranker;                  §u¿§! Délicat, ancien militaire;                  §u¿§! Taktvoll, ex-gefreiter;;                  §u¿§! Prudente, ascendido desde la tropa;;;;;;;;;
tactfulxadventurer;§h+1§!                 Tactful, adventurer;§h+1§!                 Délicat, aventurier;§h+1§!                 Taktvoll, abenteurer;;§h+1§!                 Prudente, aventurero;;;;;;;;;
tactfulxdebutante;                     Tactful, debutante;                     Délicat, débutant;                     Taktvoll, debütant;;                     Prudente, debutante;;;;;;;;;
tactfulxcolonial_b;     §u–2§! §h+20%§!   Tactful, colonial;     §u–2§! §h+20%§!   Délicat, colonial;     §u–2§! §h+20%§!   Taktvoll, kolonial;;     §u–2§! §h+20%§!   Prudente, colonial;;;;;;;;;
tactfulxdisgraced;                     Tactful, disgraced;                     Délicat, déshonoré;                     Taktvoll, in ungnade gefallener;;                     Prudente, deshonrado;;;;;;;;;
tactfulxpriest;                     Tactful, priest;                     Délicat, prêtre;                     Taktvoll, priester;;                     Prudente, sacerdote;;;;;;;;;
tactfulxrising_star;                     Tactful, rising star;                     Délicat, étoile montante;                     Taktvoll, aufsteigender stern;;                     Prudente, nueva promesa;;;;;;;;;
tactfulxpolitician;                  §u¿§! Tactful, politician;                  §u¿§! Délicat, politicien;                  §u¿§! Taktvoll, politiker;;                  §u¿§! Prudente, político;;;;;;;;;
tactfulxpoet;§u–1§!              §G!!!§! Tactful, poet;§u–1§!              §G!!!§! Délicat, poète;§u–1§!              §G!!!§! Taktvoll, poet;;§u–1§!              §G!!!§! Prudente, poeta;;;;;;;;;
tactfulxcartographer;          §G+40%§!   Tactful, cartographer;          §G+40%§!   Délicat, cartographe;          §G+40%§!   Taktvoll, kartograf;;          §G+40%§!   Prudente, cartógrafo;;;;;;;;;
tactfulxprofessor;§u–1§! §u–1§!         §G!!!§! Tactful, professor;§u–1§! §u–1§!         §G!!!§! Délicat, professeur;§u–1§! §u–1§!         §G!!!§! Taktvoll, professor;;§u–1§! §u–1§!         §G!!!§! Prudente, profesor;;;;;;;;;
tactfulxold_school;§h+1§! §u–2§!         §G!!!§! Tactful, old school;§h+1§! §u–2§!         §G!!!§! Délicat, vieille école;§h+1§! §u–2§!         §G!!!§! Taktvoll, alte schule;;§h+1§! §u–2§!         §G!!!§! Prudente, de la vieja escuela;;;;;;;;;
tactfulxeccentric_genius;§h+2§!                 Tactful, eccentric genius;§h+2§!                 Délicat, génie excentrique;§h+2§!                 Taktvoll, exzentrisches genie;;§h+2§!                 Prudente, genio excéntrico;;;;;;;;;
tactfulxgifted_administrator;                  §h?§! Tactful, gifted administrator;                  §h?§! Délicat, administrateur doué;                  §h?§! Taktvoll, begabter administrator;;                  §h?§! Prudente, gran administrador;;;;;;;;;
tactfulxinnovative_tactician;§h+1§!                 Tactful, innovative tactician;§h+1§!                 Délicat, tacticien novateur;§h+1§!                 Taktvoll, innovativer taktiker;;§h+1§!                 Prudente, táctico innovador;;;;;;;;;
tactfulxexpert_raider;§h+2§!                 Tactful, expert raider;§h+2§!                 Délicat, commando expérimenté;§h+2§!                 Taktvoll, überfallexperte;;§h+2§!                 Prudente, experto en asaltos;;;;;;;;;
tactfulxnatural_born_leader;§h+1§!              §h?§! Tactful, natural born leader;§h+1§!              §h?§! Délicat, chef naturel;§h+1§!              §h?§! Taktvoll, geborener anführer;;§h+1§!              §h?§! Prudente, líder nato;;;;;;;;;
tactfulxmegalomaniac;§u–2§!                 Tactful, megalomaniac;§u–2§!                 Délicat, mégalomane;§u–2§!                 Taktvoll, megalomane;;§u–2§!                 Prudente, megalómano;;;;;;;;;
tactfulxhated;§h+1§! §h+1§!         §R¡¡¡§! Tactful, hated;§h+1§! §h+1§!         §R¡¡¡§! Délicat, odieux;§h+1§! §h+1§!         §R¡¡¡§! Taktvoll, gehasst;;§h+1§! §h+1§!         §R¡¡¡§! Prudente, odiado;;;;;;;;;
tactfulxcursed_luck;§h+2§! §h+2§!         §R¡¡¡§! Tactful, cursed luck;§h+2§! §h+2§!         §R¡¡¡§! Délicat, malchanceux;§h+2§! §h+2§!         §R¡¡¡§! Taktvoll, vom pech verflucht;;§h+2§! §h+2§!         §R¡¡¡§! Prudente, mala pata;;;;;;;;;
tactfulxclueless;§u–1§!              §R¡¡¡§! Tactful, clueless;§u–1§!              §R¡¡¡§! Délicat, ignorant;§u–1§!              §R¡¡¡§! Taktvoll, ahnungslos;;§u–1§!              §R¡¡¡§! Prudente, negado;;;;;;;;;
tactfulxdiplomat;          §u  –5%§!   Tactful, diplomat;          §u  –5%§!   Délicat, diplomate;          §u  –5%§!   Taktvoll, diplomat;;          §u  –5%§!   Prudente, diplomático;;;;;;;;;
tactfulxpowerful_friends;          §u–10%§!   Tactful, powerful friends;          §u–10%§!   Délicat, amis puissants;          §u–10%§!   Taktvoll, mächtige freunde;;          §u–10%§!   Prudente, de padrinos poderosos;;;;;;;;;
tactfulximmoral;                  §u¿§! Tactful, immoral;                  §u¿§! Délicat, immoral;                  §u¿§! Taktvoll, unmoralisch;;                  §u¿§! Prudente, inmoral;;;;;;;;;
tactfulxwomanizer;                  §G!!!§! Tactful, womanizer;                  §G!!!§! Délicat, coureur de jupons;                  §G!!!§! Taktvoll, schürzenjäger;;                  §G!!!§! Prudente, mujeriego;;;;;;;;;
tactfulxwarmonger;          §h+10%§!§R¡¡¡§! Tactful, warmonger;          §h+10%§!§R¡¡¡§! Délicat, belliciste;          §h+10%§!§R¡¡¡§! Taktvoll, kriegstreiber;;          §h+10%§!§R¡¡¡§! Prudente, belicista;;;;;;;;;
tactfulxcorrupt;                  §R¡¡¡§! Tactful, corrupt;                  §R¡¡¡§! Délicat, corrompu;                  §R¡¡¡§! Taktvoll, korrupt;;                  §R¡¡¡§! Prudente, corrupto;;;;;;;;;
tactfulxbootlicker;     §h+1§!            Tactful, bootlicker;     §h+1§!            Délicat, lèche-bottes;     §h+1§!            Taktvoll, speichellecker;;     §h+1§!            Prudente, pelotillero;;;;;;;;;
tactfulxsycophant;                  §G!!!§! Tactful, sycophant;                  §G!!!§! Délicat, flagorneur;                  §G!!!§! Taktvoll, kriecher;;                  §G!!!§! Prudente, adulador;;;;;;;;;
tactfulxtoady;§h+1§!              §h?§! Tactful, toady;§h+1§!              §h?§! Délicat, flatteur;§h+1§!              §h?§! Taktvoll, schleimer;;§h+1§!              §h?§! Prudente, pelota;;;;;;;;;
tactfulxyesman;                     Tactful, yesman;                     Délicat, béni-oui-oui;                     Taktvoll, jasager;;                     Prudente, pelotillero;;;;;;;;;
tactfulxbrownnoser;§h+1§!                 Tactful, brownnoser;§h+1§!                 Délicat, lèche-cul;§h+1§!                 Taktvoll, stiefellecker;;§h+1§!                 Prudente, obsequioso;;;;;;;;;
tactfulxspoiled;§h+2§!                 Tactful, spoiled;§h+2§!                 Délicat, gâté;§h+2§!                 Taktvoll, verwöhnt;;§h+2§!                 Prudente, malcriado;;;;;;;;;
tactfulxschool_of_defense;     §G+3§!            Tactful, school of defense;     §G+3§!            Délicat, école de défense;     §G+3§!            Taktvoll, schule der verteidigung;;     §G+3§!            Prudente, escuela de la defensa;;;;;;;;;
tactfulxschool_of_offense;§h+1§!      §h+10%§!§h?§! Tactful, school of offense;§h+1§!      §h+10%§!§h?§! Délicat, école d'attaque;§h+1§!      §h+10%§!§h?§! Taktvoll, schule der offensive;;§h+1§!      §h+10%§!§h?§! Prudente, escuela del ataque;;;;;;;;;
tactfulxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!   Tactful, school of the bayonet;§h+2§! §h+1§! §h+10%§!   Délicat, école de la baïonnette;§h+2§! §h+1§! §h+10%§!   Taktvoll, schule des bajonetts;;§h+2§! §h+1§! §h+10%§!   Prudente, escuela de la bayoneta;;;;;;;;;
tactfulxschool_of_firepower;§h+1§!              §G!!!§! Tactful, school of firepower;§h+1§!              §G!!!§! Délicat, école de la puissance de feu;§h+1§!              §G!!!§! Taktvoll, schule der feuerkraft;;§h+1§!              §G!!!§! Prudente, escuela de la potencia de fuego;;;;;;;;;
